id,ner_tags,tokens
2556,"['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['استرالیا', 'قول', 'حضور', 'کماندوها،', 'سگ\u200cهای', 'مواد', 'یاب', 'و', 'پلیس\u200cهای', 'لباس', 'شخصی', 'داده', 'شده', 'است', 'تا', 'اطمینان', 'حاصل', 'شود', 'که', 'مسابقات', 'اورهای', 'محدود', 'بدون', 'دردسر', 'است.']"
2557,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O']","['این', 'مسابقات', 'که', 'از', '26', 'آگوست', 'شروع', 'می', 'شود،', 'شامل', 'هندوستان', 'و', 'زیمبابوه', 'نیز', 'می', 'شود.']"
2558,"['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Battersby', 'گفت', 'که', 'از', 'ترتیبات', 'امنیتی', 'راضی', 'است.']"
2559,"['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['سریلانکا', 'مقامات', 'گفتند', 'که', 'انتظار', 'دارند', 'باران', 'شدیدی', 'که', 'بازی', 'تدارکاتی', 'روز', 'جمعه', 'را', 'از', 'بین', 'برد،', 'تا', 'شنبه', 'متوقف', 'شود.']"
2560,"['B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['استرالیا', 'به', 'رهبری', 'ویکت', 'بان', 'ایان', 'هیلی', 'تور', 'کوتاه', 'سری', 'لانکا', 'خود', 'را', 'با', 'پیروزی', 'پنج', 'ران', 'بر', 'تیم', 'جوانان', 'کشور', 'در', 'روز', 'پنجشنبه', 'آغاز', 'کرد.']"
2561,"['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']","['PRESS', 'DIGEST', '-', 'آنگولا', '-', '23', 'اوت.']"
2562,"['B-LOC', 'O']","['لواندا', '1996-08-23']"
2563,"['O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']","['اینها', 'اخبار', 'پیشرو', 'در', 'آنگولا', 'مطبوعات', 'در', 'روز', 'جمعه', 'هستند.']"
2564,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['رویترز', 'این', 'داستان', 'ها', 'را', 'تأیید', 'نکرده', 'و', 'صحت', 'آنها', 'را', 'تضمین', 'نمی', 'کند.']"
2565,['O'],['-----']
2566,"['B-ORG', 'I-ORG', 'I-ORG']","['JORNAL', 'DE', 'ANGOLA']"
2567,"['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","['-', 'آنگولا', 'رئیس', 'دولت', 'نامه', 'ای', 'به', 'شورای', 'امنیت', 'سازمان', 'ملل', 'ارسال', 'کرد', 'و', 'تاریخ', 'هایی', 'را', 'برای', 'پایان', 'روند', 'صلح', 'در', 'آنگولا', 'پیشنهاد', 'کرد.']"
2568,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O']","['او', 'تاریخ', 'های', 'مشخصی', 'را', '25', 'آگوست', 'برای', 'بازگشت', 'یونیتا', 'ژنرال', 'به', 'ارتش', 'مشترک،', '5', 'سپتامبر', 'برای', 'آغاز', 'تشکیل', 'حکومت', 'وحدت', 'ملی', 'و', 'آشتی', 'پیشنهاد', 'کرد.']"
2569,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","['تا', 'این', 'تاریخ', 'باید', 'گردش', 'آزاد', 'مردم', 'و', 'کالاها', 'تضمین', 'شود،', 'اداره', 'دولتی', 'در', 'همه', 'مناطق', 'مستقر', 'شود', 'و', 'یونیتا', 'معاونان', 'در', 'گردهمایی', 'ملی', 'جای', 'خود', 'را', 'اشغال', 'کنند.']"
2570,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['رئیس', 'جمهور', 'پیشنهاد', 'خود', 'را', 'با', 'تأخیرهای', 'تأیید', 'شده', 'در', 'روند', 'صلح', 'توجیه', 'کرد،', 'از', 'جمله', 'این', 'واقعیت', 'که', 'مناطق', 'تحت', 'کنترل', 'یا', 'اشغال', 'یونیتا', 'به', 'طور', 'مؤثر', 'غیرنظامی', 'نشده', 'اند،', 'جایی', 'که', 'یونیتا', 'نیروهای', 'نظامی', 'با', 'آنها', 'جایگزین', 'شده', 'اند.', 'به', 'پلیس', 'زنگ', 'زد']"
2571,"['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['-', 'رئیس', 'جمهور', 'دوس', 'سانتوس', 'پیشنهاد', 'می', 'کند', 'تا', 'شورای', 'امنیت', 'سازمان', 'ملل', 'جدول', 'زمانی', 'قطعی', 'و', 'نهایی', 'برای', 'وظایف', 'و', 'تعهدات', 'بر', 'اساس', 'توافقنامه', 'لوزاکا', 'و', 'ارسال', 'یک', 'مأموریت', 'SC', 'در', 'اسرع', 'وقت', 'تعیین', 'شود.', ',', 'نظارت', 'بر', 'اجرای', 'قرارداد', '.']"
2572,"['O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O']","['پیش', 'بینی', '-', 'آفریقای', 'جنوبی', 'اجماع', 'نتایج', 'شرکت', '.']"
2573,"['B-LOC', 'O']","['ژوهانسبورگ', '1996-08-23']"
2574,"['O', 'O', 'O', 'O']","['برآورد', 'تحلیلگران', 'از', 'عمده']"
2575,"['B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['آفریقای', 'جنوبی', 'نتایج', 'شرکت', 'مورد', 'انتظار', 'در', 'هفته', 'آینده', 'شامل']"
2576,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['زیر', '(', 'تمام', 'ارقام', 'سنت', 'به', 'ازای', 'هر', 'سهم', ')', ':']"
2577,['O'],['روز--شرکت----دوره--توافق----محدوده--------PVS']
2578,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']","['دوشنبه', 'جنکور', 'YR', 'EPS', '93.12', '92.0-94.5', '73.8']"
2579,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']","['دوشنبه', 'جنکور', 'YR', 'DIV', '25.75', '25.0-27.0', '20.0']"
2580,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['MON', 'پریمدیا', 'YR', 'EPS', 'N', '/', 'A', '149.1']"
2581,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['MON', 'پریمدیا', 'YR', 'DIV', 'N', '/', 'A', '123.2']"
2582,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['MON', 'دستگاه', 'های', 'تقطیر', 'YR', 'EPS', 'N', '/', 'A', '71.8']"
2583,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['MON', 'دستگاه', 'های', 'تقطیر', 'YR', 'DIV', 'N', '/', 'A', '49.0']"
2584,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']","['TUE', 'ایسکور', 'YR', 'EPS', '29.7', '26.0-32.0', '38.0']"
2585,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']","['TUE', 'ایسکور', 'YR', 'DIV', '15.0', '14.5-16.5', '16.5']"
2586,"['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","['TUE', 'مک', 'کارتی', 'YR', 'EPS', '125.3', '112.0-149.0', '93.2']"
2587,"['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","['TUE', 'مک', 'کارتی', 'YR', 'DIV', '36.8', '32.0-43.0', '28.0']"
2588,"['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","['WED', 'مستقر', 'کردن', 'YR', 'EPS', '172.7', '170.4-175.0', '115.1']"
2589,"['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","['WED', 'مستقر', 'کردن', 'YR', 'DIV', '67.5', '66.6-68.4', '45.0']"
2590,"['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']","['پنج', 'شنبه', 'آقای', 'YR', 'EPS', '113.0', '112.1-113.4', '126.0']"
2591,"['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']","['پنج', 'شنبه', 'آقای', 'YR', 'DIV', '31.7', '10.5-42.3', '47.0']"
2592,"['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","['پنج', 'شنبه', 'گروه', 'جی', 'دی', 'YR', 'EPS', '143.7', '138.0-149.0', '111.2']"
2593,"['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","['پنج', 'شنبه', 'گروه', 'جی', 'دی', 'YR', 'DIV', '41.8', '41.0-42.5', '33.0']"
2594,['O'],['اووووو']
2595,"['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['--', 'ژوهانسبورگ', 'اتاق', 'خبر', ',', '+27', '11', '482', '1003']"
2596,"['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['شرکت', 'اولستر', 'پترولیومز', 'سود', 'خالص', 'سه', 'ماهه', 'دوم', 'کاهش', 'می', 'یابد.']"
2597,"['B-LOC', 'O']","['کلگری', '1996-08-23']"
2598,"['O', 'O']","['1996', '1995']"
2599,"['O', 'B-MISC', 'O', 'B-MISC', 'O']","['Shr', 'C$', '0.04', 'C$', '0.08']"
2600,"['O', 'O', 'O']","['خالص', '1,196', '2,232']"
2601,"['O', 'O', 'O', 'O', 'O', 'O']","['جریان', 'نقدی', '/', 'shr', '0.39', '0.41']"
2602,"['O', 'O', 'O']","['برگردان', '20,167', '18,623']"
2603,"['O', 'O']","['6', 'ماه']"
2604,"['O', 'B-MISC', 'O', 'B-MISC', 'O']","['Shr', 'C$', '0.12', 'C$', '0.15']"
2605,"['O', 'O', 'O']","['خالص', '3,674', '4,271']"
2606,"['O', 'O', 'O', 'O', 'O', 'O']","['جریان', 'نقدی', '/', 'shr', '0.86', '0.81']"
2607,"['O', 'O', 'O']","['برگردان', '41,752', '35,711']"
2608,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['(همه', 'داده', 'های', 'بالاتر', 'از', '000', 'به', 'جز', 'اعداد', 'هر', 'سهم)']"
2609,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']","['--', 'دفتر', 'رویترز', 'تورنتو', '416', '941-8100']"
2610,"['B-MISC', 'O', 'B-ORG', 'I-ORG', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']","['نیجریه', 'شرایط', 'مشترک', 'المنافع', 'سفر', '-', 'کانادا', 'را', 'به', 'خطر', 'می', 'اندازد.']"
2611,"['B-LOC', 'O']","['اتاوا', '1996-08-23']"
2612,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['مشترک', 'المنافع', 'وزیر', 'امور', 'خارجه', 'لوید', 'آکسورثی', 'روز', 'جمعه', 'گفت', 'مشترک', 'المنافع', 'وزیران', 'نگران', 'حقوق', 'بشر', 'در', 'نیجریه', 'ممکن', 'است', 'سفر', 'برنامه', 'ریزی', 'شده', 'به', 'آنجا', 'را', 'به', 'دلیل', 'محدودیت', 'های', 'دولت', 'در', 'مأموریت', 'خود', 'لغو', 'کنند.']"
2613,"['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['آکسورز', 'گفت:', '""واکنش', 'رژیم', 'در', 'آنجا', 'به', 'گونه', 'ای', 'است', 'که', 'بسیاری', 'از', 'ما', 'احساس', 'می', 'کنیم', 'که', 'در', 'شرایط', 'کنونی', 'نباید', 'ماموریت', 'انجام', 'شود.""']"
2614,"['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['او', 'افزود', 'مشترک', 'المنافع', 'وزرای', 'امور', 'خارجه', 'در', 'لندن', 'روز', 'چهارشنبه', 'برای', 'بحث', 'در', 'مورد', 'آنچه', 'که', 'باید', 'انجام', 'دهند', 'ملاقات', 'خواهند', 'کرد.']"
2615,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['طلاهای', 'میان', 'رده', 'در', 'معاملات', 'سنگین', 'افزایش', 'یافت.']"
2616,"['B-LOC', 'O']","['تورنتو', '1996-08-23']"
2617,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['سرمایه', 'گذاران', 'صبح', 'جمعه', 'با', 'معاملات', 'سنگین', 'در', 'تعداد', 'معدودی', 'مستقر', 'در', 'تورنتو', 'شرکت', 'های', 'طلا', 'به', 'تب', 'طلا', 'دست', 'زدند.']"
2618,"['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['TVX', 'Gold', 'Inc', 'در', 'معاملات', '780000', 'سهم', '0.30', 'تا', 'C$', '0.30', 'تا', 'C$', '11.55', 'افزایش', 'یافت،', 'در', 'حالی', 'که', 'Kinross', 'Gold', 'Corp', 'با', 'C$', '0.25', 'به', 'C$', '11', 'در', 'حجم', '720000', 'رسید.', 'سهام', '.']"
2619,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['و', 'Scorpion', 'Minerals', 'Inc', 'یک', 'شرکت', 'جوان', 'اکتشاف', 'طلا', 'با', 'پنج', 'اندونزیایی', 'دارایی', 'معدن،', 'C$', '0.50', 'به', 'C$', '6', 'افزایش', 'یافت،', 'با', 'حدود', '120,000', 'سهام', 'در', 'حال', 'تغییر.']"
2620,"['O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O']","['تحلیلگران', 'گفتند', 'که', 'TVX', 'و', 'کینروس', 'پس', 'از', 'توصیه', 'های', 'اخیر', 'خرید', 'از', 'سوی', 'کارگزاران', 'ایالات', 'متحده', 'افزایش', 'یافتند.']"
2621,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اما', 'عقرب', 'پس', 'از', 'انتشار', 'در', 'صبح', 'جمعه', 'که', 'اعلام', 'کرد', 'از', 'هیچ', 'گونه', 'تحولی', 'که', 'می', 'تواند', 'بر', 'سهام', 'تأثیر', 'بگذارد', 'آگاه', 'نیست،', 'نظرات', 'زیادی', 'را', 'برانگیخت.']"
2622,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['یکی', 'از', 'تحلیلگران', 'گفت', 'که', 'این', 'شرکت', 'در', 'سال', 'جاری', 'تشکیل', 'شد', 'و', 'چند', 'تحلیلگر', 'در', 'ملک', 'خود', 'حضور', 'داشتند.']"
2623,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['نتایج', 'اکتشاف', 'به', 'زودی', 'انتظار', 'می', 'رود.']"
2624,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']","['--', 'دفتر', 'رویترز', 'تورنتو', '416', '941-8100']"
2625,"['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']","['هشدار', 'تحقیق', '-', 'شرکت', 'Unitog', 'ارتقا', 'یافت.']"
2626,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['-', 'Barrington', 'Research', 'Associates', 'Inc', 'روز', 'جمعه', 'اعلام', 'کرد', 'که', 'شرکت', 'Unitog', 'را', 'از', 'یک', 'رتبه', 'برتر', 'عملکرد', 'بلندمدت', 'به', 'عملکرد', 'بهتر', 'کوتاه', 'مدت', 'ارتقا', 'داده', 'است.']"
2627,"['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['-', 'تحلیلگر', 'الکساندر', 'پاریس', 'گفت', 'که', 'انتظار', 'رشد', 'ثابت', '20', 'درصدی', 'درآمد', 'را', 'پس', 'از', 'افزایش', 'تخمینی', '18', 'درصدی', 'برای', 'سال', '1996', 'دارد.']"
2628,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['-', 'سهام', 'بدون', 'تغییر', 'در', '27', 'بسته', 'شد،', 'از', 'بالاترین', 'قیمت', 'اخیر', '30', '.']"
2629,"['O', 'B-LOC', 'O', 'O', 'O', 'O']","['--', 'شیکاگو', 'میز', 'خبر', ',', '312-408-8787']"
2630,"['B-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']","['بافت', 'سهام', 'سرمایه', 'املاک', 'را', 'افزایش', 'می\u200cدهد.']"
2631,"['B-LOC', 'O']","['واشنگتن', '1996-08-23']"
2632,"['B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اوماها', 'میلیاردر', 'وارن', 'بافت', 'جمعه', 'گفت', 'که', 'سهام', 'خود', 'را', 'در', 'امانت', 'سرمایه', 'اموال', 'از', '6.7', 'درصد', 'به', '8.0', 'درصد', 'افزایش', 'داده', 'است.']"
2633,"['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['در', 'پرونده', 'ای', 'با', 'کمیسیون', 'اوراق', 'بهادار', 'و', 'بورس', 'بافت', 'گفت', 'که', '62900', 'سهام', 'مشترک', 'اضافی', 'از', 'تراست', 'سرمایه', 'گذاری', 'املاک', 'و', 'مستغلات', 'مستقر', 'در', 'بوستون', 'را', 'با', 'قیمت', 'هایی', 'از', '7.65', 'دلار', 'تا', '8.02', 'دلار', 'برای', 'هر', 'سهم', 'خریداری', 'کرده', 'است.']"
2634,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['او', 'گفت', 'که', 'این', 'خریدها', 'دارایی', 'وی', 'را', 'در', 'این', 'شرکت', 'به', '725900', 'سهم', 'افزایش', 'داد', 'که', 'در', 'مجموع', '6.2', 'میلیون', 'دلار', 'خریداری', 'شد.']"
2635,"['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O']","['بافت', 'که', 'به', 'عنوان', 'یک', 'سرمایه', 'گذار', 'بلندمدت', 'شناخته', 'شده', 'است،', 'رئیس', 'شرکت', 'برکشایر', 'هاتاوی', 'یک', 'شرکت', 'هلدینگ', 'است', 'که', 'از', 'طریق', 'آن', 'در', 'چندین', 'شرکت', 'بزرگ', 'ایالات', 'متحده', 'سرمایه', 'گذاری', 'می', 'کند.']"
2636,"['B-LOC', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O']","['کلمبیا', 'ایالات', 'متحده', 'به', 'توافق', 'هوانوردی', 'دست', 'یافتند.']"
2637,"['B-LOC', 'O']","['میامی', '1996-08-23']"
2638,"['O', 'B-LOC', 'I-LOC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O']","['دولت\u200cهای', 'ایالات', 'متحده', 'و', 'کلمبیایی', 'به', 'توافقی', 'دست', 'یافتند', 'که', 'به', 'خطوط', 'هوایی', 'آمریکا', 'AMR', 'Corp', 'اجازه', 'می\u200cدهد', 'سه', 'پرواز', 'رفت', 'و', 'برگشت', 'بین', 'نیویورک', 'و', 'بوگوتا', 'انجام', 'دهد.', '،', 'وزارت', 'راه', 'و', 'ترابری', 'جمعه', 'گفت.']"
2639,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['بر', 'اساس', 'این', 'توافق', 'که', 'پس', 'از', 'مذاکرات', 'در', 'میامی', 'این', 'هفته', 'انجام', 'شد،', 'AMR', 'همچنین', 'مجاز', 'خواهد', 'بود', 'تا', 'حداکثر', 'چهار', 'پرواز', 'هفتگی', 'را', 'که', 'اکنون', 'بین', 'میامی', 'و', 'کلمبیا', 'انجام', 'می\u200cدهد', 'به', 'دروازه', 'نیویورک', 'آن.']"
2640,"['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ایالات', 'متحده', 'همچنین', 'می\u200cتواند', 'پس', 'از', 'دو', 'سال', 'یک', 'شرکت', 'حمل\u200cونقل', 'تمام', 'بار', 'جدید', 'را', 'برای', 'خدمات', 'بین', 'دو', 'کشور', 'تعیین', 'کند.']"
2641,"['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O']","['کلمبیا', 'مجاز', 'بود', 'یک', 'پرواز', 'رفت', 'و', 'برگشت', 'اضافی', 'را', 'به', 'سرویس', 'نیویورک', 'فعلی', 'خود', 'اضافه', 'کند،', 'اگرچه', 'در', 'شرایط', 'رده', 'دو', '(شرط)', 'تحت', 'اداره', 'هوانوردی', 'فدرال', 'نمی', 'تواند', 'این', 'کار', 'را', 'انجام', 'دهد.', 'برنامه', 'بین', 'المللی', 'ایمنی', 'هوانوردی', 'است.']"
2642,"['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['دپارتمان', 'گفت', 'که', 'کلمبیا', 'اجازه', 'اضافه', 'کردن', 'سرویس', 'جدید', 'را', 'دارد', 'که', 'ارزیابی', 'ایمنی', 'آن', 'بهبود', 'یابد.']"
2643,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['در', 'این', 'توافقنامه', 'آمده', 'است', 'که', 'به', 'استثنای', 'خدمات', 'جدیدی', 'که', 'به', 'تازگی', 'با', 'آنها', 'موافقت', 'شده', 'است،', 'دولت', 'های', 'دو', 'کشور', 'توافق', 'کرده', 'اند', 'که', 'سطح', 'فعلی', 'مسیرها', 'و', 'خطوط', 'هوایی', 'خود', 'را', 'برای', '2-1/2', 'سال', 'آینده', 'حفظ', 'کنند.']"
2645,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O']","['تجهیزات', 'تانکر', 'تمیز', 'و', 'سوالات', '-', '1754', 'GMT', '.']"
2646,"['B-LOC', 'O']","['لندن', '1996-08-23']"
2647,"['O', 'O']","['آخرین', 'وسایل']"
2648,"['O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC']","['-', 'خلیج', 'میانه', '/', 'دریای', 'سرخ']"
2649,"['B-ORG', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-ORG', 'O']","['کنپولیس', '75', '1/9', 'خاورمیانه', '/', 'اندونزی', 'W112.5', 'KPC', '.']"
