id,ner_tags,tokens
644,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اولین', 'کار', 'من', 'یک', 'کار', 'تصویرسازی', 'پزشکی', 'از', 'طریق', 'یکی', 'از', 'دوستانم', 'بود.', 'پس', 'از', 'ملاقات', 'با', 'جراح،', 'من', 'کامل', '...']"
645,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@MATHHOFFA', '@darealjustjuice', 'yo', 'من', 'آن', 'پسر', 'عوضی', 'را', 'روز', 'قبل', 'جای', 'او', 'گذاشتم.', 'حتی', 'وقتت', 'را', 'با', 'دلقک', 'ها', 'تلف', 'نکن']"
646,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@justinbieber', 'من', 'شانسی', 'با', 'تو', 'دارم؟', 'وب', 'کم', 'یکشنبه', 'ساعت', '7', 'بعد', 'از', 'ظهر', 'وارد', 'می', 'شود؟', 'لطفا', '؟', 'درست', 'صحبت', 'کردن!', 'بوسه', 'روی', 'چانه']"
647,"['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@BiebersFairies:', 'روزی', 'که', 'جاستین', 'بیبر', 'متولد', 'شد،', 'روز', 'بارانی', 'بود،', 'اما', 'باران', 'نبود،', 'نه!', 'بهشت', 'گریه', 'می', 'کرد', 'زیرا', 'او', 'بیشترین', 'از', 'دست', 'دادن', 'خود', 'را', 'از', 'دست', 'داد', '...']"
648,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@JessicaLynne6', 'امشب', 'بعد', 'از', 'پیاده', 'شدن', 'مرا', 'به', 'کجا', 'می', 'بری؟', 'میدونم', 'سعی', 'میکنی', 'لگد', 'بزنی', '..', 'lol']"
649,"['O', 'O', 'O', 'O', 'O']","['@besocialonline', 'dank', 'je', 'Gert', 'Jan']"
650,"['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اختصاصی', ':', 'نماینده', '.', 'استیو', 'کینگ', 'در', 'اوباماکر،', 'پارتی', 'چای،', 'و', 'روز', 'قانون', 'اساسی:', 'گنجاندن', 'متمم', 'دهم', 'در', '...', 'http://bit.ly/cYITA8']"
651,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['دویدن', 'طولانی', '18', 'هزار', 'انجام', 'شده', 'و', 'در', 'کتاب!', 'روز', 'زیبایی', 'تا', 'الان،', 'در', 'دندانپزشکی،', 'و', 'خانمی', 'که', 'کنار', 'من', 'بود،', 'روی', 'صندلی', 'من', 'ریخته', 'شد.', 'فقط', 'آروغ', 'زد.', 'با', 'صدای', 'بلند.', '+1']"
652,"['B-group', 'I-group', 'I-group', 'I-group', 'I-group', 'O', 'O']","['لیگ', 'فوتبال', 'لباس', 'زیر', 'زنانه', 'امشب', 'بیا']"
653,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'B-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['...', 'چهار', 'سال', 'لعنتی', 'من', 'iBGP', 'و', 'eBGP', 'را', 'روی', 'روترهای', 'سیسکو', 'و', 'درخت', 'عرعر', 'برای', 'بزرگترین', 'ISP', 'بی', 'سیم', 'آمریکا', 'پیکربندی', 'کردم', 'و', 'یک', '612', 'دریافت', 'کردم.']"
654,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['منتظر', 'یک', 'تعطیلات', 'آخر', 'هفته', 'هستم', 'آه', 'و', 'ایرلندی', 'روز', 'یکشنبه', '.']"
655,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@zahrock12:', 'لعنت', 'به', 'آره،', 'جمعه', 'است!!']"
656,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['دارم', 'میرم', 'الان', '.', 'امشب', 'بعدا', 'برگرد', 'ممنون', 'برای', 'همه', 'جمعه', 'های', 'لعنتی،', 'قدرش', 'را', 'بدانید.', 'عشق', 'بورزید', 'نه', 'جنگ:', 'کاندوم', 'ارزانتر', 'از', 'اسلحه', 'است.', 'XOXO']"
657,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'I-corporation', 'O', 'O']","['روز', 'در', 'تی.', 'مصاحبه', 'حماسی', 'و', 'عکاسی', 'با', 'ماری', 'کلر', '.', '@OHEMMGEEZY']"
658,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['هر', 'روز', 'دیرتر', 'و', 'دیرتر', 'بخوابید،', 'روز', 'به', 'روز', 'زودتر', 'و', 'زودتر', 'از', 'خواب', 'بیدار', 'شوید.', 'چشمانم', 'کوچکتر', 'و', 'کوچکتر', 'می', 'شوند.']"
659,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['او', 'باید', 'وقتی', 'برگشت', 'مرا', 'نامزد', 'کند!', 'اگر', 'او', 'خسته', 'نیست', 'که', 'است.']"
660,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@TomsTop5:', 'ما', 'را', 'بررسی', 'کنید', '-', 'ما', 'این', 'هفته', 'در', 'iTunes', 'برجسته', 'شده', 'ایم!', 'حتما', 'مشترک', 'شوید', 'تا', 'جابز', 'بداند', 'که', 'ما', 'را', 'دوست', 'دارید', 'http://twitpic.com/2pdr8h']"
661,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@ashhleybrookee', 'ممکن', 'است', 'بد', 'باشد', 'اما', '...', 'کار', 'می', 'کند.']"
662,"['B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O']","['کابوس', 'قبل', 'از', 'کریسمس', '!!!']"
663,"['B-location', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['USM', 'واقعاً', 'امشب', 'در', 'خانه', 'فرات', 'هاتسبورگ', 'در', '1s', 'n', '2s', 'مال', 'خود', 'را', 'آماده', 'کنید!!']"
664,"['O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['تعداد', 'زیادی', 'مرلوت', 'در', 'پنجشنبه', 'شب', 'به', 'این', 'معنی', 'است', 'که', 'خانم', 'های', 'خسته', 'لندن', 'تا', 'ساعت', '23.19', 'روز', 'جمعه', 'در', 'رختخواب', 'هستند.', 'گوش', 'دادن', 'به', 'نمایش', 'هنری', 'در', '@BBCRadio4.']"
665,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['....', 'امروز', 'بهتر', 'از', 'دیروز', 'است،', 'اما', 'امیدوارم', 'فردا', 'بهتر', 'از', 'امروز', 'باشد،', 'زیرا', 'امروز', 'هنوز', 'تا', 'حدودی', '-', 'مکنده', 'است.']"
666,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@IzzieZac', 'بهت', 'گفتم!!', ':o', '))', 'کی', 'دوباره', 'برمیگرده؟']"
667,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['مراسم', 'بزرگداشت', 'سالگرد', '11', 'سپتامبر', ':', 'مراسم', 'جشن', 'در', 'تمکولا', 'و', 'سایر', 'نقاط', 'منطقه', 'در', 'هفته', 'گذشته', 'نشانه', '...', 'http://dlvr.it/5Rckw']"
668,"['O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Honored', 'Double', 'Diaomond', 'نیز', ':', 'جان', 'بلوم', '...', 'دو', 'دختر', 'زیبایش', 'او', 'را', 'روی', 'استیج', 'غافلگیر', 'کردند', '،', 'خیلی', 'بود', '...', 'http://fb.me/JLLhbDl0']"
669,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O']","['RT', '@Quotealicious:', 'امروز،', 'مردی', 'را', 'دیدم', 'که', 'در', 'حال', 'رانندگی', 'یک', 'کامیون', 'پپسی', 'بود', 'و', 'در', 'حال', 'نوشیدن', 'یک', 'کک', 'بود.', 'MLIA', '#Quotealicious']"
670,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['pulling', 'an', 'all', 'nighter', 'tonight', '....', 'روزهای', 'خوب', 'نزدیک', 'است']"
671,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O']","['@bookpage', 'باید', 'برای', 'این', 'هفته', 'جلسه', 'ای', 'با', 'تریشا', 'در', 'پاریس', 'برنامه', 'ریزی', 'می', 'کردیم', '...', '#deau']"
672,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['چه', 'کسی', 'جمعه', 'را', 'دوست', 'دارد؟', 'الان', 'تو', 'باشگاه', 'برای', 'برنامه', 'های', 'آخر', 'هفته', 'هیجان', 'زده', 'هستم!']"
673,"['O', 'O', 'O']","['زمان', '#سکس', 'است']"
674,"['B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O']","['شهر', 'ممکن', 'است', 'یکی', 'از', 'بهترین', 'فیلم', 'هایی', 'باشد', 'که', 'در', 'طول', 'سال', 'دیده', 'ام.', 'پس', 'خیلی', 'خوبه', 'و', 'نگران', 'نباشید', 'بن', 'ما', 'قبلاً', 'شما', 'را', 'برای', 'گیگلی', 'بخشیده', 'ایم.', 'واقعا', '.']"
675,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@Jsmoothhh', 'تا', 'یکشنبه', 'شب', 'قرار', 'نیست', 'باران', 'ببارد.']"
676,"['O', 'O', 'O', 'O', 'O']","['امروز', 'میرم', 'نمایشگاه', 'کشور', ':)']"
677,"['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['پاپ', 'می\u200cگوید', 'دین', '«حاشیه\u200cای»', 'است:', 'به', 'همین', 'دلیل', 'است', 'که', 'او', 'نمی\u200cتواند', 'سرتیتر', 'در', 'جایی', 'چاپ', 'کند،', 'زیرا', 'دین', 'بسیار', 'ضعیف', 'است', '...', 'http://bit.ly/cBvt1u']"
678,"['O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product']","['http://bit.ly/aTTQYq', 'هنگامی', 'که', 'پپسی', 'زنگ', 'می\u200cزند', 'معمولاً', 'تأیید', 'می\u200cکند،', 'برنده', 'یک', 'نوکیا', '5800']"
679,"['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['فقط', 'سعی', 'کردم', 'برای', 'اولین', 'بار', 'Inbetweeners', 'را', 'تماشا', 'کنم،', 'کاملاً', 'در', 'مورد', 'آن', 'مطمئن', 'نیستم.']"
680,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اما', 'چه', 'اتفاقی', 'می', 'افتد', 'که', 'کرم', 'به', 'سمت', 'راست', 'بچرخد', 'و', 'شما', 'را', 'گاز', 'بگیرد؟', 'و', 'هرچیزی', 'که', 'برایش', 'ایستاده', 'اید', 'علیرغم', 'شما', 'به', 'شما', 'تبدیل', 'می', 'شود؟']"
681,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['امروز', 'بدون', 'دلیل', 'احساس', 'خاصی', 'داشتم', '&lt;', '3', '.', 'خیلی', 'باحال', 'بود', 'تو(', ':']"
682,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['من', 'فکر', 'می', 'کنم', 'بهتر', 'است', 'بعد', 'از', 'این', 'روز', 'بد', 'به', 'رختخواب', 'بروید', '...']"
683,"['B-group', 'I-group', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['فوتبال', 'JV', 'بعد', 'از', 'گل', 'دوباره', 'بنیتز', '4-1', 'جلو', 'افتاد،', 'کمتر', 'از', '7', 'دقیقه', 'تا', 'بازی']"
684,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@princessmariam9', 'میدونم', '..', 'باید', 'توقف', 'کنم', 'قبل', 'از', 'اینکه', 'اتاقم', 'پر', 'از', 'آب', 'بشه.']"
685,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O']","['2', 'روزه', 'به', 'جشن', 'تولد', 'بهترین', 'دوستان', 'من', 'بروید.', 'همانطور', 'که', 'می', 'بینید', 'نام', 'او', 'تیلور', 'است', 'و', 'من', 'او', 'را', 'مانند', 'یک', 'خواهر', 'دوست', 'دارم!', '~', 'روز', 'B', 'مبارک', 'تیلور', '!!!', 'LUVZ', 'YA~']"
686,"['O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ویدیوهای', 'مورد', 'علاقه', 'یوتیوب', 'ما', 'در', 'این', 'هفته:', 'نسخه', 'درام:', 'آیا', 'در', 'این', 'هفته', 'بحرانی', 'حماسی', 'داشتید؟', 'می', 'دانید،', 'از', 'گریه', '...', 'http://bit.ly/cuy0yt']"
687,"['B-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['شجره', 'نامه', 'غذای', 'سگ', 'را', 'برای', 'پست', 'های', 'وبلاگ', 'اهدا', 'می', 'کند:', 'این', 'روزها،', 'برندهای', 'بزرگ', 'معمولاً', 'به', 'شبکه', 'های', 'اجتماعی', 'بزرگ', 'مانند', 'Face', 'نگاه', 'می', 'کنند', '...', 'http://bit.ly/bYWzrq']"
688,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['یک', 'روز', 'تاخیر', 'اما', 'ممنون', '=', ')', 'من', 'آن', 'را', 'دوست', 'دارم']"
689,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@', 'home', 'cholling', 'حدس', 'می', 'زنم', 'من', 'در', '2', 'روز', '2', 'استراحت', 'می', 'مانم', 'این', 'هفته', 'دیوانه', 'کننده', 'بود', 'اما', 'من', 'برای', 'تعطیلات', 'آخر', 'هفته', 'آماده', 'هستم']"
690,"['O', 'O', 'B-product', 'I-product', 'O', 'O', 'O']","['زمان', 'صلح', 'چای', 'سبز', 'هپی', 'زون!!!!', ':)))))']"
691,"['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O']","['لیدی', 'گاگا', 'دفعه', 'پنجم', 'بهتر', 'است', 'اوه', 'عزیزم(:']"
692,"['O', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['شروع', 'خوب', 'برای', 'کوسه', 'ها', 'امشب', 'فقط', 'می', 'تواند', 'بهتر', 'شود.', 'امشب', 'با', 'نیمکت', 'کوتاه', 'بازی', 'کرد', '.', 'در', 'اوایل', 'بازی', 'به', 'سنگ', 'ها', 'خوب', 'فکر', 'می\u200cکردم،', 'هرچند', 'تا', 'زمانی', 'که', '«دیده', 'نشده»']"
693,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@sarahk47', 'بسیار', 'خوب', 'می\u200cگوید', 'دکتر', 'این', 'را', 'چند', 'روز', 'کوتاه', 'نگه', 'دارید', 'و', 'او', 'را', 'زودتر', 'بیرون', 'بیاورید؟']"
694,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['لعنت', 'به', 'خدا', 'این', 'کسل', 'کننده', 'ترین', 'روز', 'تاریخ', 'است.']"
695,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@SteevoSupremo', ':', '#The1906andPearlsShow', 'THIS', 'MONDAY', '@', '7:06', ':', '08:00', '!!!!!', '#اتاق', 'ساختمان', 'اصلی', '.', '104!!!', 'http://twitpic.com/2oeark', 'SPECIAL', 'PERF', '...']"
696,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-creative-work']","['در', 'رختخواب', 'در', 'حال', 'تماشای', 'Day', '51', 'HLs.', '(در', 'انتظار', 'مارکوس', 'بنتلی', ')', '#BB11']"
697,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@Starmaker73', 'بله،', 'اما', 'باید', 'صبح', 'شنبه', 'پایین', 'بیاید', 'و', 'تمام', 'روز', 'طول', 'بکشد', 'lol', 'بنابراین', 'باید', 'آن', 'را', 'قطع', 'کنید.']"
698,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['امروز', 'یک', 'مورد', 'بسیار', 'بسیار', 'سرگرم', 'کننده', 'از', 'فدرال', 'اکسپرس', 'دریافت', 'کردم.', 'من', 'خیلی', 'هیجان', 'زده', 'هستم', 'که', 'آن', 'را', 'به', 'کیف', 'نسخه', 'ی', 'نمایشی', 'خود', 'اضافه', 'کنم!', '#PassionParties', '.', '#WAHM']"
699,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@LightCMS:', 'روز', '6:', 'برنده', '1', 'از', '10', 'iPad', 'از', '@LightCMS', '-', 'RT', 'برای', 'ورود', 'یا', 'خواندن', 'بیشتر', 'http://speaklight.com/iPad']"
700,"['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'I-group', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اسکات', 'ویلند', 'انتشار', 'خاطرات', 'را', 'اعلام', 'کرد', '-', 'شبکه', 'خبری', 'موزیک', ':', 'MUSIC', 'NEWS', '-', 'Simon', '&amp;', 'شوستر', 'در', 'تاریخ', '8', 'مارس', '20', '...', 'http://bit.ly/ayLf9C']"
701,"['B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['مکابیان', 'عشق', 'زندگی', 'من', 'هستند.', 'یک', 'روز', 'با', 'همه', 'آنها', 'ازدواج', 'خواهم', 'کرد.']"
702,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@justingodsey', ':', 'وقتی', 'عقاب', 'ها', 'بلند', 'پرواز', 'می', 'کنند،', 'همه', 'پرنده', 'های', 'کوچکتر', 'را', 'حسادت', 'می', 'کنند.']"
703,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@ShelAndPushPlay', 'آره', 'مرد،', 'متوجه', 'شدی.', 'فقط', 'زمان', 'لازم', 'داره', '.']"
704,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['آیا', 'هیچ', 'یک', 'از', 'شما', 'برای', 'تماشای', 'ستاره', 'ها', 'در', 'شب', 'وقت', 'می', 'گذارد؟', '#هر', 'شخصی', '؟']"
705,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@cprieboy', 'در', 'پایان', 'سال؟', 'زمانی', 'در', 'ماه', 'می.', 'الان', 'به', 'جای', 'اواسط', 'اوایل', 'اوت', 'شروع', 'می', 'کنند.']"
706,"['B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['بلوک', 'شرق', 'جشن', 'بیست', 'و', 'پنجمین', 'روز', 'شروع', 'می', 'شود!', 'توییت', 'های', 'خود', 'را', 'با', 'استفاده', 'از', 'برچسب', '#botweast', 'بالا', 'ببرید']"
707,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@LightBringer87', 'من', 'خیلی', 'مشغول', 'پرسیدن', 'سوالات', 'formspring', '@leestanleyinnqy', 'هستم،', 'ممکن', 'است', 'بعداً', 'به', 'شما', 'مراجعه', 'کنم', ';)']"
708,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['منتظر', 'یک', 'تعطیلات', 'آخر', 'هفته', 'هستم', 'آه', 'و', 'ایرلندی', 'روز', 'یکشنبه', '.']"
709,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@alealshinn', '@BambingBling', '~~~', '@sunchips', 'این', 'دومین', 'باری', 'است', 'که', 'آنها', 'به', 'هم', 'می', 'ریزند', '....', 'می', 'خواهند', 'از', 'آنها', 'دست', 'بکشند']"
710,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['البته', 'من', 'مات', 'و', 'مبهوت', 'بودم.', 'بالاخره', 'این', 'یک', 'جسم', 'بی', 'جان', 'بود.']"
711,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['30', 'مسجد', 'در', '30', 'روز:', 'سفری', 'در', 'آمریکای', 'اسلامی', 'http://dlvr.it/5RdYv']"
712,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@jdub79', 'حتما', 'امروز', 'تو', 'همون', 'حموم', 'بودیم', '.', '#بازنده\u200cها', '#می\u200cدانستید', 'چگونه', '#پیگیری', 'کنید']"
713,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@BeliebInCodyyy', ':', '@TheCodySimpson', 'هر', 'دقیقه،', 'هر', 'ثانیه،', 'هر', 'ساعت', 'از', 'روز', 'به', 'شما', 'فکر', 'می\u200cکنم143', '&lt;', '3']"
714,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@lovable_sin', 'OMG', 'OMG', 'OMG', '!', 'ممنون', 'از', 'اینکه', 'آن', 'را', 'برای', 'من', '""قطع""', 'کردید،', 'من', 'امروز', 'انتظار', 'آنها', 'را', 'نداشتم.', 'آه', 'خدای', 'من', '!']"
715,"['O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@Maike_84', 'فلیکن', 'geweldig', 'است!', 'Ik', 'kan', 'niet', 'wachten', 'tot', 'de', 'nieuwe', 'serie', 'in', 'November', '..', '(geloof', 'ik', ')', 'Dit', 'jaar', 'alles', 'gezien', 'via', 'uitzendinggemist', '.']"
716,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@_MyNameBrandon_', '@Mr_Marcell', 'lol!', 'آره', 'چیزی', 'نیست', 'جز', 'خانواده', 'من', '&آن؛', 'واقعاً', 'الان', '..', 'صادقانه', 'بگویم', '...', 'وقتی', 'به', 'سام', 'می', 'آیی']"
717,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@ThePredator48', ':', 'من', 'به', 'همه', 'دنبال', 'کنندگانم', 'نیاز', 'دارم', '2', 'یک', 'کتاب', 'کودکان', 'جدید', 'را', 'به', 'بازی', 'این', 'یکشنبه', 'برای', '@WRFoundation', 'Redskins', 'read', 'boo', 'بیاورند...']"
